x,y,depth
1.500000000000000000e+02,1.410000000000000000e+02,1.363000000000000000e+03
1.500000000000000000e+02,1.410000000000000000e+02,1.363000000000000000e+03
1.500000000000000000e+02,1.410000000000000000e+02,1.363000000000000000e+03
1.500000000000000000e+02,1.410000000000000000e+02,1.363000000000000000e+03
1.500000000000000000e+02,1.410000000000000000e+02,1.363000000000000000e+03
1.500000000000000000e+02,1.410000000000000000e+02,1.363000000000000000e+03
1.500000000000000000e+02,1.410000000000000000e+02,1.363000000000000000e+03
1.500000000000000000e+02,1.410000000000000000e+02,1.363000000000000000e+03
1.500000000000000000e+02,1.410000000000000000e+02,1.363000000000000000e+03
1.500000000000000000e+02,1.410000000000000000e+02,1.363000000000000000e+03
1.500000000000000000e+02,1.410000000000000000e+02,1.363000000000000000e+03
1.500000000000000000e+02,1.410000000000000000e+02,1.363000000000000000e+03
1.980000000000000000e+02,1.560000000000000000e+02,1.332000000000000000e+03
1.980000000000000000e+02,1.560000000000000000e+02,1.332000000000000000e+03
1.980000000000000000e+02,1.560000000000000000e+02,1.332000000000000000e+03
1.980000000000000000e+02,1.560000000000000000e+02,1.332000000000000000e+03
1.980000000000000000e+02,1.560000000000000000e+02,1.332000000000000000e+03
1.980000000000000000e+02,1.560000000000000000e+02,1.332000000000000000e+03
1.980000000000000000e+02,1.560000000000000000e+02,1.332000000000000000e+03
1.980000000000000000e+02,1.560000000000000000e+02,1.332000000000000000e+03
1.980000000000000000e+02,1.560000000000000000e+02,1.332000000000000000e+03
1.980000000000000000e+02,1.560000000000000000e+02,1.332000000000000000e+03
1.980000000000000000e+02,1.560000000000000000e+02,1.332000000000000000e+03
1.980000000000000000e+02,1.560000000000000000e+02,1.332000000000000000e+03
1.980000000000000000e+02,1.560000000000000000e+02,1.332000000000000000e+03
1.980000000000000000e+02,1.560000000000000000e+02,1.332000000000000000e+03
1.980000000000000000e+02,1.560000000000000000e+02,1.332000000000000000e+03
1.980000000000000000e+02,1.560000000000000000e+02,1.332000000000000000e+03
1.430000000000000000e+02,1.590000000000000000e+02,1.347000000000000000e+03
1.430000000000000000e+02,1.590000000000000000e+02,1.347000000000000000e+03
1.430000000000000000e+02,1.590000000000000000e+02,1.347000000000000000e+03
1.430000000000000000e+02,1.590000000000000000e+02,1.347000000000000000e+03
1.430000000000000000e+02,1.590000000000000000e+02,1.347000000000000000e+03
1.430000000000000000e+02,1.590000000000000000e+02,1.347000000000000000e+03
1.430000000000000000e+02,1.590000000000000000e+02,1.347000000000000000e+03
1.430000000000000000e+02,1.590000000000000000e+02,1.347000000000000000e+03
1.430000000000000000e+02,1.590000000000000000e+02,1.347000000000000000e+03
1.430000000000000000e+02,1.590000000000000000e+02,1.347000000000000000e+03
1.430000000000000000e+02,1.590000000000000000e+02,1.347000000000000000e+03
1.430000000000000000e+02,1.590000000000000000e+02,1.347000000000000000e+03
1.430000000000000000e+02,1.590000000000000000e+02,1.347000000000000000e+03
1.430000000000000000e+02,1.590000000000000000e+02,1.347000000000000000e+03
1.430000000000000000e+02,1.590000000000000000e+02,1.347000000000000000e+03
1.430000000000000000e+02,1.590000000000000000e+02,1.347000000000000000e+03
1.970000000000000000e+02,1.670000000000000000e+02,1.481000000000000000e+03
1.970000000000000000e+02,1.670000000000000000e+02,1.481000000000000000e+03
1.970000000000000000e+02,1.670000000000000000e+02,1.481000000000000000e+03
1.970000000000000000e+02,1.670000000000000000e+02,1.481000000000000000e+03
1.970000000000000000e+02,1.670000000000000000e+02,1.481000000000000000e+03
1.970000000000000000e+02,1.670000000000000000e+02,1.481000000000000000e+03
1.970000000000000000e+02,1.670000000000000000e+02,1.481000000000000000e+03
1.970000000000000000e+02,1.670000000000000000e+02,1.481000000000000000e+03
1.970000000000000000e+02,1.670000000000000000e+02,1.481000000000000000e+03
1.970000000000000000e+02,1.670000000000000000e+02,1.481000000000000000e+03
1.970000000000000000e+02,1.670000000000000000e+02,1.481000000000000000e+03
1.970000000000000000e+02,1.670000000000000000e+02,1.481000000000000000e+03
1.970000000000000000e+02,1.670000000000000000e+02,1.481000000000000000e+03
1.970000000000000000e+02,1.670000000000000000e+02,1.481000000000000000e+03
1.970000000000000000e+02,1.670000000000000000e+02,1.481000000000000000e+03
1.970000000000000000e+02,1.670000000000000000e+02,1.481000000000000000e+03
1.400000000000000000e+02,1.680000000000000000e+02,1.527000000000000000e+03
1.400000000000000000e+02,1.680000000000000000e+02,1.527000000000000000e+03
1.400000000000000000e+02,1.680000000000000000e+02,1.527000000000000000e+03
1.400000000000000000e+02,1.680000000000000000e+02,1.527000000000000000e+03
1.400000000000000000e+02,1.680000000000000000e+02,1.527000000000000000e+03
1.400000000000000000e+02,1.680000000000000000e+02,1.527000000000000000e+03
1.400000000000000000e+02,1.680000000000000000e+02,1.527000000000000000e+03
1.400000000000000000e+02,1.680000000000000000e+02,1.527000000000000000e+03
1.400000000000000000e+02,1.680000000000000000e+02,1.527000000000000000e+03
1.400000000000000000e+02,1.680000000000000000e+02,1.527000000000000000e+03
1.400000000000000000e+02,1.680000000000000000e+02,1.527000000000000000e+03
1.400000000000000000e+02,1.680000000000000000e+02,1.527000000000000000e+03
1.400000000000000000e+02,1.680000000000000000e+02,1.527000000000000000e+03
1.400000000000000000e+02,1.680000000000000000e+02,1.527000000000000000e+03
1.400000000000000000e+02,1.680000000000000000e+02,1.527000000000000000e+03
1.400000000000000000e+02,1.680000000000000000e+02,1.527000000000000000e+03
1.980000000000000000e+02,1.700000000000000000e+02,1.474000000000000000e+03
1.980000000000000000e+02,1.700000000000000000e+02,1.474000000000000000e+03
1.980000000000000000e+02,1.700000000000000000e+02,1.474000000000000000e+03
1.980000000000000000e+02,1.700000000000000000e+02,1.474000000000000000e+03
1.980000000000000000e+02,1.700000000000000000e+02,1.474000000000000000e+03
1.980000000000000000e+02,1.700000000000000000e+02,1.474000000000000000e+03
1.980000000000000000e+02,1.700000000000000000e+02,1.474000000000000000e+03
1.980000000000000000e+02,1.700000000000000000e+02,1.474000000000000000e+03
1.980000000000000000e+02,1.700000000000000000e+02,1.474000000000000000e+03
1.980000000000000000e+02,1.700000000000000000e+02,1.474000000000000000e+03
1.980000000000000000e+02,1.700000000000000000e+02,1.474000000000000000e+03
1.980000000000000000e+02,1.700000000000000000e+02,1.474000000000000000e+03
1.980000000000000000e+02,1.700000000000000000e+02,1.474000000000000000e+03
1.980000000000000000e+02,1.700000000000000000e+02,1.474000000000000000e+03
1.980000000000000000e+02,1.700000000000000000e+02,1.474000000000000000e+03
1.980000000000000000e+02,1.700000000000000000e+02,1.474000000000000000e+03
1.910000000000000000e+02,1.710000000000000000e+02,0.000000000000000000e+00
1.910000000000000000e+02,1.710000000000000000e+02,0.000000000000000000e+00
1.910000000000000000e+02,1.710000000000000000e+02,0.000000000000000000e+00
1.910000000000000000e+02,1.710000000000000000e+02,0.000000000000000000e+00
1.910000000000000000e+02,1.710000000000000000e+02,0.000000000000000000e+00
1.910000000000000000e+02,1.710000000000000000e+02,0.000000000000000000e+00
1.910000000000000000e+02,1.710000000000000000e+02,0.000000000000000000e+00
1.910000000000000000e+02,1.710000000000000000e+02,0.000000000000000000e+00
1.910000000000000000e+02,1.710000000000000000e+02,0.000000000000000000e+00
1.910000000000000000e+02,1.710000000000000000e+02,0.000000000000000000e+00
1.910000000000000000e+02,1.710000000000000000e+02,0.000000000000000000e+00
1.910000000000000000e+02,1.710000000000000000e+02,0.000000000000000000e+00
1.910000000000000000e+02,1.710000000000000000e+02,0.000000000000000000e+00
1.910000000000000000e+02,1.710000000000000000e+02,0.000000000000000000e+00
1.910000000000000000e+02,1.710000000000000000e+02,0.000000000000000000e+00
1.910000000000000000e+02,1.710000000000000000e+02,0.000000000000000000e+00
2.010000000000000000e+02,1.710000000000000000e+02,1.327000000000000000e+03
2.010000000000000000e+02,1.710000000000000000e+02,1.327000000000000000e+03
2.010000000000000000e+02,1.710000000000000000e+02,1.327000000000000000e+03
2.010000000000000000e+02,1.710000000000000000e+02,1.327000000000000000e+03
2.010000000000000000e+02,1.710000000000000000e+02,1.327000000000000000e+03
2.010000000000000000e+02,1.710000000000000000e+02,1.327000000000000000e+03
2.010000000000000000e+02,1.710000000000000000e+02,1.327000000000000000e+03
2.010000000000000000e+02,1.710000000000000000e+02,1.327000000000000000e+03
2.010000000000000000e+02,1.710000000000000000e+02,1.327000000000000000e+03
2.010000000000000000e+02,1.710000000000000000e+02,1.327000000000000000e+03
2.010000000000000000e+02,1.710000000000000000e+02,1.327000000000000000e+03
2.010000000000000000e+02,1.710000000000000000e+02,1.327000000000000000e+03
2.010000000000000000e+02,1.710000000000000000e+02,1.327000000000000000e+03
2.010000000000000000e+02,1.710000000000000000e+02,1.327000000000000000e+03
2.010000000000000000e+02,1.710000000000000000e+02,1.327000000000000000e+03
2.010000000000000000e+02,1.710000000000000000e+02,1.327000000000000000e+03
1.380000000000000000e+02,1.720000000000000000e+02,1.342000000000000000e+03
1.380000000000000000e+02,1.720000000000000000e+02,1.342000000000000000e+03
1.380000000000000000e+02,1.720000000000000000e+02,1.342000000000000000e+03
1.380000000000000000e+02,1.720000000000000000e+02,1.342000000000000000e+03
1.380000000000000000e+02,1.720000000000000000e+02,1.342000000000000000e+03
1.380000000000000000e+02,1.720000000000000000e+02,1.342000000000000000e+03
1.380000000000000000e+02,1.720000000000000000e+02,1.342000000000000000e+03
1.380000000000000000e+02,1.720000000000000000e+02,1.342000000000000000e+03
1.380000000000000000e+02,1.720000000000000000e+02,1.342000000000000000e+03
1.380000000000000000e+02,1.720000000000000000e+02,1.342000000000000000e+03
1.380000000000000000e+02,1.720000000000000000e+02,1.342000000000000000e+03
1.380000000000000000e+02,1.720000000000000000e+02,1.342000000000000000e+03
1.380000000000000000e+02,1.720000000000000000e+02,1.342000000000000000e+03
1.380000000000000000e+02,1.720000000000000000e+02,1.342000000000000000e+03
1.380000000000000000e+02,1.720000000000000000e+02,1.342000000000000000e+03
1.380000000000000000e+02,1.720000000000000000e+02,1.342000000000000000e+03
1.370000000000000000e+02,1.750000000000000000e+02,1.500000000000000000e+03
1.370000000000000000e+02,1.750000000000000000e+02,1.500000000000000000e+03
1.370000000000000000e+02,1.750000000000000000e+02,1.500000000000000000e+03
1.370000000000000000e+02,1.750000000000000000e+02,1.500000000000000000e+03
1.370000000000000000e+02,1.750000000000000000e+02,1.500000000000000000e+03
1.370000000000000000e+02,1.750000000000000000e+02,1.500000000000000000e+03
1.370000000000000000e+02,1.750000000000000000e+02,1.500000000000000000e+03
1.370000000000000000e+02,1.750000000000000000e+02,1.500000000000000000e+03
1.370000000000000000e+02,1.750000000000000000e+02,1.500000000000000000e+03
1.370000000000000000e+02,1.750000000000000000e+02,1.500000000000000000e+03
1.370000000000000000e+02,1.750000000000000000e+02,1.500000000000000000e+03
1.370000000000000000e+02,1.750000000000000000e+02,1.500000000000000000e+03
1.370000000000000000e+02,1.750000000000000000e+02,1.500000000000000000e+03
1.370000000000000000e+02,1.750000000000000000e+02,1.500000000000000000e+03
1.370000000000000000e+02,1.750000000000000000e+02,1.500000000000000000e+03
1.370000000000000000e+02,1.750000000000000000e+02,1.500000000000000000e+03
1.320000000000000000e+02,1.800000000000000000e+02,1.327000000000000000e+03
1.320000000000000000e+02,1.800000000000000000e+02,1.327000000000000000e+03
1.320000000000000000e+02,1.800000000000000000e+02,1.327000000000000000e+03
1.320000000000000000e+02,1.800000000000000000e+02,1.327000000000000000e+03
1.320000000000000000e+02,1.800000000000000000e+02,1.327000000000000000e+03
1.320000000000000000e+02,1.800000000000000000e+02,1.327000000000000000e+03
1.320000000000000000e+02,1.800000000000000000e+02,1.327000000000000000e+03
1.320000000000000000e+02,1.800000000000000000e+02,1.327000000000000000e+03
1.320000000000000000e+02,1.800000000000000000e+02,1.327000000000000000e+03
1.320000000000000000e+02,1.800000000000000000e+02,1.327000000000000000e+03
1.320000000000000000e+02,1.800000000000000000e+02,1.327000000000000000e+03
1.320000000000000000e+02,1.800000000000000000e+02,1.327000000000000000e+03
1.320000000000000000e+02,1.800000000000000000e+02,1.327000000000000000e+03
1.320000000000000000e+02,1.800000000000000000e+02,1.327000000000000000e+03
1.320000000000000000e+02,1.800000000000000000e+02,1.327000000000000000e+03
1.320000000000000000e+02,1.800000000000000000e+02,1.327000000000000000e+03
1.310000000000000000e+02,1.820000000000000000e+02,1.321000000000000000e+03
1.310000000000000000e+02,1.820000000000000000e+02,1.321000000000000000e+03
1.310000000000000000e+02,1.820000000000000000e+02,1.321000000000000000e+03
1.310000000000000000e+02,1.820000000000000000e+02,1.321000000000000000e+03
1.310000000000000000e+02,1.820000000000000000e+02,1.321000000000000000e+03
